0.012668,0,0.033154,0.29784,0.003504,0.069542,0.00026954,0,0.23612,0.24771,0.099191
0.034232,0.04717,0.0037736,0.052022,0.6159,0.1717,0.0080863,0.0021563,0,0.063342,0.0016173
0.014825,0.0070081,0.00053908,0.17062,0.033423,0.13827,0.0040431,0.038544,0.0061995,0.45849,0.12803
0.094609,0.0086253,0.75903,0.048248,0.024528,0,0.002965,0,0.00053908,0.021024,0.040431
0.17978,0.14367,0.034771,0.10539,0.26146,0.00053908,0.0086253,0,0.0016173,0.1,0.16415
0.028571,0.1035,0.15013,0.16092,0.078167,0.078976,0.040162,0.0016173,0.17736,0.030189,0.1504
0.025067,0.0026954,0.028841,0.29137,0.062803,0.14313,0.00080863,0,0.0021563,0.046092,0.39704
0.038544,0.66173,0.2407,0.029111,0.028571,0.0010782,0,0.00026954,0,0,0
0.045283,0.030728,0.022102,0.57736,0.026685,0.012129,0.029919,0.12561,0.016173,0.0070081,0.10701
0.0021563,0.95984,0.0026954,0,0.03531,0,0,0,0,0,0
0.39326,0.023989,0.20809,0.11429,0.10135,0.01752,0.0026954,0.00026954,0.0013477,0.098113,0.039084
0.33154,0.009973,0.1655,0.18841,0.15687,0.03531,0.002965,0.018598,0.016712,0.023181,0.050943
0.20135,0,0.21671,0.17763,0.061186,0.074394,0,0.085984,0.0016173,0.0056604,0.17547
0.025606,0.01752,0.086523,0.56685,0.031536,0.0032345,0.0045822,0.10997,0.084367,0.053369,0.016442
0.2531,0.089218,0.049326,0.15175,0.30539,0.022102,0.030189,0,0.044744,0.038814,0.015364
0.2097,0.11159,0.098922,0.21779,0.11968,0.048787,0.10647,0,0.0086253,0.037197,0.04124
0.34394,0.0056604,0.16469,0.18383,0.12049,0.013477,0.0059299,0.0010782,0.00026954,0.086523,0.074124
0.13261,0.044474,0.065499,0.10216,0.0061995,0.30054,0.082749,0.080054,0.0037736,0.17251,0.009434
0.42426,0.03558,0.14394,0.040701,0.18706,0.02345,0.0040431,0.00053908,0.02372,0.018329,0.098383
0.031806,0.68464,0.0061995,0.079515,0.066846,0.056604,0.0070081,0.0056604,0.00053908,0.030728,0.030458
0.085175,0.11321,0.0067385,0.17278,0.34636,0.04097,0.0045822,0.014825,0.00053908,0.12938,0.085445
0.24744,0.14933,0.021294,0.34232,0.11159,0.032884,0.030189,0.0086253,0.0051213,0.016981,0.034232
0.15741,0.096765,0,0.21159,0.036658,0.10431,0.0086253,0.013208,0.00026954,0.10782,0.26334
0.016173,0.24771,0.006469,0.35957,0.029919,0.0051213,0,0.26415,0.019946,0.030458,0.020485
0.1,0.23423,0.0086253,0.24097,0.08841,0.055526,0.013747,0.055795,0,0.10755,0.095148
0.071698,0.022642,0.45067,0.20216,0.073315,0.04097,0.00026954,0,0.041509,0.041779,0.054987
0.087062,0,0.034501,0.58383,0.019677,0.0026954,0,0.10054,0.028032,0.060916,0.082749
0.067116,0.022372,0.19919,0.26469,0.17978,0.015633,0.0013477,0.002965,0.03504,0.025606,0.18625
0.015094,0.47898,0.018329,0.31105,0.085984,0.012129,0.00026954,0.0061995,0,0.045553,0.026415
0.062264,0.22642,0.19164,0.097035,0.20647,0.0021563,0,0.012399,0.13315,0.006469,0.061995
0.10593,0.15499,0.057682,0.35876,0.077628,0.073854,0.028571,0.003504,0.016442,0.061186,0.061456
0.10997,0.11186,0.36685,0.043396,0.089218,0.022911,0,0,0.037197,0.018868,0.19973
0.1124,0.0070081,0.050135,0.45876,0.085714,0.028841,0.00026954,0.0053908,0.14528,0.085984,0.020216
0.16765,0.29946,0.052022,0.22507,0.20189,0.0026954,0.00053908,0.0078167,0.0024259,0.032615,0.0078167
0.23827,0.014555,0.0056604,0.10485,0.30027,0.0024259,0.057412,0.0059299,0,0.11671,0.15391
0.05876,0,0.073854,0.49757,0.003504,0.15472,0,0.095418,0.0469,0.0040431,0.065229
0.29811,0,0.0075472,0.15229,0.17978,0.016442,0.00080863,0.0037736,0.0070081,0.15121,0.18302
0.028571,0.068733,0.49677,0.14852,0.11456,0.027224,0.054447,0,0.0016173,0.046361,0.013208
0.18706,0.02345,0.2973,0.22776,0.036388,0.034771,0,0.079245,0.047439,0.021563,0.045013
0.17925,0.031806,0.043935,0.10593,0.35256,0.0053908,0.0021563,0.0048518,0.0026954,0.041779,0.22965
0.10512,0.097844,0.21698,0.24609,0.088679,0.059838,0.022102,0.002965,0.045283,0.048248,0.066846
0.11617,0.01159,0.076011,0.24555,0.050943,0.091644,0.032345,0.0021563,0,0.18544,0.18814
0.19326,0,0.18571,0.42642,0.038005,0.022642,0,0.01779,0.026685,0.0043127,0.085175
0.051482,0.0018868,0.27655,0.32507,0.0037736,0.15229,0.0059299,0.05283,0.034771,0.026954,0.068464
0.18868,0.013477,0.55741,0.036927,0.18625,0,0,0,0,0.0056604,0.01159
0.11806,0,0.26442,0.3504,0.036658,0.024259,0.016173,0.042588,0.071159,0.032075,0.044205
0.07628,0.49488,0.045283,0.12129,0.080323,0.015903,0.0083558,0.0024259,0,0.12668,0.028571
0.45121,0,0.018598,0.24394,0.026685,0.021294,0.0024259,0.003504,0.003504,0.15229,0.07655
0.53315,0.0026954,0.052022,0.14205,0.11833,0.00053908,0.00026954,0,0.00026954,0.046631,0.10404
0.078976,0.00026954,0,0.46739,0.021024,0.0083558,0,0,0,0.41186,0.012129
0.002965,0,0.0018868,0.73666,0.0083558,0.00080863,0,0.037197,0.0070081,0.032615,0.17251
0.0021563,0,0,0.37817,0,0.049057,0,0.50809,0.0075472,0.038814,0.016173
0.33261,0,0,0.090296,0,0.22722,0,0.23935,0.1027,0.0013477,0.006469
0.24744,0,0,0.43073,0.00026954,0.3097,0,0.0024259,0.00026954,0.0083558,0.00080863
