8.3645e-05,8.4827e-05,7.3427e-07,9.6147e-05,9.4159e-05,2.5617e-06,0.00010971,0.00010473,4.8899e-06,0.00011952,0.00010951,7.3272e-06,0.00012711,0.0001172,8.5282e-06,0.00013505,0.0001227,1.0514e-05,0.00014256,0.00012528,1.2094e-05,0.00014887,0.00013327,1.3733e-05,0.00015614,0.00013965,1.5386e-05,0.00015955,0.00014225,1.743e-05,0.00016565,0.00014716,1.9158e-05,0.00016985,0.00015128,2.1141e-05,0.00017894,0.0001552,2.3801e-05,0.00018268,0.00016072,2.5089e-05,0.00018785,0.00016371,2.754e-05
0.0001152,0.00010995,1.2007e-06,0.00015832,0.00014759,7.0845e-06,0.00020486,0.00016501,1.4005e-05,0.00022378,0.00019852,1.7831e-05,0.00024726,0.00022079,2.7087e-05,0.00030998,0.00024472,2.9991e-05,0.00034278,0.00025165,3.0459e-05,0.0004651,0.0003624,3.2971e-05,0.00049012,0.00037631,3.1527e-05,0.00049661,0.00037567,3.5512e-05,0.00050891,0.00038934,3.9574e-05,0.00055893,0.00040217,3.7024e-05,0.00058312,0.00043402,4.0591e-05,0.00059729,0.00043043,4.4489e-05,0.00063558,0.00045133,4.4234e-05
0.0001642,0.00016518,3.8844e-06,0.00048231,0.00031377,2.5819e-05,0.00071598,0.00035608,2.3037e-05,0.00072551,0.00051215,2.7792e-05,0.00085751,0.00095199,2.9214e-05,0.00093692,0.0010729,2.3028e-05,0.00099814,0.0011753,2.1777e-05,0.0010527,0.0012426,2.1398e-05,0.0011446,0.0013624,1.6076e-05,0.0011328,0.0013753,2.4588e-05,0.0011624,0.0013813,2.1599e-05,0.0011922,0.0014058,2.1041e-05,0.001247,0.0014285,1.8445e-05,0.0012783,0.0014434,1.5148e-05,0.0012812,0.0014589,1.737e-05
5.8588e-05,5.8301e-05,2.3251e-07,6.1862e-05,6.1428e-05,9.4652e-07,6.5656e-05,6.5651e-05,3.5319e-06,7.3391e-05,6.8713e-05,5.9851e-06,8.0727e-05,7.4259e-05,8.5099e-06,9.2841e-05,7.7024e-05,1.2393e-05,9.9474e-05,8.4456e-05,1.6511e-05,0.00010809,8.7487e-05,1.6477e-05,0.00012353,9.6031e-05,2.4324e-05,0.00013653,0.00010908,2.8625e-05,0.00017648,0.00012377,3.7867e-05,0.00018343,0.00013858,4.2434e-05,0.00022201,0.00015349,4.5666e-05,0.00023428,0.0001627,5.0761e-05,0.00025061,0.00017085,4.8599e-05
0.00014548,0.00012482,4.9039e-06,0.00021152,0.0001574,9.3665e-06,0.00033619,0.00033836,1.0898e-05,0.00044248,0.00043368,9.8232e-06,0.00052,0.00054075,9.6843e-06,0.00057797,0.00065018,8.4561e-06,0.00064221,0.00070435,8.5236e-06,0.00069617,0.00076551,7.7188e-06,0.00074258,0.00082578,7.8061e-06,0.00077668,0.00088243,7.6371e-06,0.00080995,0.00090359,6.8345e-06,0.00084265,0.00093894,6.3674e-06,0.00087086,0.00097525,6.5065e-06,0.00089337,0.0009972,6.1954e-06,0.00091912,0.0010241,5.7715e-06
0.00014756,0.00014879,1.4031e-07,0.00015133,0.0001498,4.2899e-07,0.00015285,0.00015294,5.8022e-07,0.00015687,0.00015502,9.402e-07,0.00016177,0.00016454,1.5011e-06,0.00016365,0.00016491,1.5856e-06,0.00016555,0.00016631,2.0305e-06,0.00016948,0.00016959,3.0918e-06,0.00017112,0.00017185,3.5383e-06,0.00017606,0.00017576,3.7471e-06,0.00018302,0.00017835,5.2271e-06,0.00018588,0.00018073,5.1e-06,0.00018804,0.00017977,8.032e-06,0.00018961,0.00018308,7.8648e-06,0.00019265,0.00018646,8.1745e-06
7.711e-05,7.6454e-05,4.325e-07,9.3036e-05,9.1595e-05,1.8251e-06,0.00011639,0.00010963,3.9944e-06,0.00020848,0.00012419,7.0416e-06,0.00024679,0.00013232,8.2056e-06,0.00028088,0.00016064,8.8782e-06,0.00031734,0.00018554,9.9309e-06,0.00035923,0.00020831,1.1098e-05,0.0003811,0.00022549,1.0876e-05,0.00040003,0.00026687,1.2968e-05,0.00041343,0.0002695,1.3534e-05,0.00045568,0.00029915,1.4853e-05,0.00047835,0.00031233,1.4246e-05,0.00049858,0.00035032,1.521e-05,0.00051245,0.00035999,1.6529e-05
0.00025099,0.0002576,2.5031e-06,0.00031223,0.0003022,9.9676e-06,0.00038133,0.00039588,7.5299e-06,0.00044453,0.00046428,6.5836e-06,0.00049317,0.00051842,8.8746e-06,0.00052613,0.00056144,5.2692e-06,0.00056247,0.00059929,6.4038e-06,0.00059405,0.0006278,5.7745e-06,0.00062312,0.00065713,4.6341e-06,0.00065329,0.00068607,5.9121e-06,0.000677,0.00070655,4.4876e-06,0.00070033,0.00073234,4.8006e-06,0.0007248,0.00074983,5.8145e-06,0.00074532,0.00077488,4.5845e-06,0.0007664,0.00079468,5.0802e-06
8.7096e-05,8.674e-05,2.409e-06,9.8215e-05,9.1456e-05,5.4246e-06,0.00010479,9.8025e-05,8.5716e-06,0.00011268,0.00010315,9.5404e-06,0.00011428,0.00010641,1.1128e-05,0.00012396,0.00011208,1.2157e-05,0.00013158,0.00011664,1.3433e-05,0.00013591,0.00011995,1.3721e-05,0.00014217,0.00012622,1.5308e-05,0.00014753,0.00013066,1.6023e-05,0.00015335,0.00013737,1.6752e-05,0.00015859,0.00014111,1.8494e-05,0.00016124,0.00014696,1.7579e-05,0.00017221,0.00015467,2.0404e-05,0.00017798,0.00016081,2.1039e-05
9.8398e-05,9.7121e-05,1.4722e-06,0.00011517,0.00010956,7.3923e-06,0.00012872,0.00012007,1.3998e-05,0.00014722,0.00014169,1.9216e-05,0.00016976,0.00016547,2.7428e-05,0.00018417,0.00016942,3.0522e-05,0.00020061,0.0001897,4.0083e-05,0.00021832,0.00020415,4.0829e-05,0.00023485,0.00021733,4.513e-05,0.00025461,0.00023345,5.0067e-05,0.00027282,0.00024431,5.6898e-05,0.00028185,0.00025202,5.2173e-05,0.00029867,0.00026744,5.9291e-05,0.0003147,0.00027917,5.7328e-05,0.00032635,0.00028837,6.0386e-05
0.00027112,0.0002452,5.0194e-06,0.00030348,0.00028133,1.4526e-05,0.00043107,0.00037687,1.7508e-05,0.00050531,0.00035427,1.6463e-05,0.00054605,0.00032568,1.6836e-05,0.00058448,0.00035776,1.7782e-05,0.00062075,0.00033352,1.6852e-05,0.00065549,0.00034837,1.7928e-05,0.00067498,0.00036137,1.8284e-05,0.00070666,0.00034495,1.8207e-05,0.00072668,0.00037468,1.8037e-05,0.0007428,0.00037168,1.8585e-05,0.00076832,0.00039832,1.8075e-05,0.00078458,0.00038029,1.8497e-05,0.00079956,0.00039617,1.9036e-05
9.0221e-05,8.9642e-05,2.4126e-06,0.00011614,0.00010459,8.2398e-06,0.00018028,0.00012913,1.8529e-05,0.00020273,0.00017252,2.7682e-05,0.00023576,0.00020188,4.6184e-05,0.00025775,0.00021359,5.2456e-05,0.00030127,0.00024589,5.7626e-05,0.00032757,0.00028853,5.3214e-05,0.00034054,0.00029871,5.5465e-05,0.00036686,0.0003094,6.211e-05,0.00042803,0.0003459,5.9506e-05,0.0004225,0.0003507,6.0341e-05,0.00046608,0.00041041,6.5933e-05,0.00047323,0.00042642,6.6022e-05,0.00048429,0.0003954,6.2252e-05
8.4041e-05,8.3502e-05,7.0762e-06,0.00042707,0.00024386,2.5732e-05,0.00057319,0.00040593,3.1273e-05,0.000683,0.00045361,2.7533e-05,0.00075929,0.00067175,2.7993e-05,0.00079484,0.00087329,2.5766e-05,0.00082845,0.00088082,2.3615e-05,0.0008778,0.0010929,2.3377e-05,0.00090308,0.00119,2.5733e-05,0.00093763,0.0012334,2.2545e-05,0.00095925,0.0012884,2.4615e-05,0.00098623,0.0013287,2.4759e-05,0.0010071,0.0013465,2.1981e-05,0.0010216,0.0013715,2.3637e-05,0.0010441,0.0014153,2.3705e-05
8.3161e-05,8.0749e-05,1.7966e-06,9.4635e-05,9.209e-05,5.7373e-06,0.00010449,0.00010737,9.6618e-06,0.00010351,9.922e-05,1.2489e-05,0.00010917,0.00010821,1.4296e-05,0.00011284,0.00010787,1.4591e-05,0.00011653,0.00011259,1.6141e-05,0.00011951,0.0001152,1.7705e-05,0.0001231,0.00011933,1.8968e-05,0.00013004,0.00012351,1.8905e-05,0.00013402,0.00012734,2.1401e-05,0.0001396,0.00013074,2.2682e-05,0.00014399,0.00013445,2.2436e-05,0.00014959,0.00013674,2.2657e-05,0.00015376,0.00014229,2.4017e-05
8.5736e-05,8.7621e-05,2.7359e-06,0.0001069,0.00010817,1.1109e-05,0.00011982,0.00011327,1.4013e-05,0.00013895,0.00012832,1.6663e-05,0.00015591,0.00014469,1.9126e-05,0.00017429,0.00014829,1.9836e-05,0.00018837,0.00016042,1.9438e-05,0.00021019,0.00017918,2.0625e-05,0.00021992,0.00018699,2.0158e-05,0.00023825,0.00019937,2.2721e-05,0.00025881,0.00021492,2.2817e-05,0.00027949,0.00023043,2.3357e-05,0.00030346,0.00024996,2.4701e-05,0.00031526,0.00026408,2.3958e-05,0.00033358,0.00028379,2.3934e-05
9.2107e-05,8.461e-05,6.7377e-06,0.00012745,0.0001246,1.3078e-05,0.00017708,0.00017422,1.601e-05,0.00021378,0.00019383,1.3574e-05,0.00024917,0.00022973,1.3251e-05,0.00027655,0.0002638,1.5141e-05,0.00030698,0.00029772,1.3661e-05,0.00033674,0.00035135,1.2708e-05,0.00035626,0.00035338,1.4417e-05,0.00038618,0.00041321,1.2039e-05,0.00040409,0.00043257,1.2393e-05,0.00042893,0.00045908,1.3107e-05,0.00045394,0.00048685,1.2599e-05,0.00047106,0.00050771,1.3184e-05,0.00049279,0.00053328,1.28e-05
0.00013472,8.7841e-05,7.7289e-06,0.00025863,9.792e-05,1.4866e-05,0.00039904,0.00010514,1.9026e-05,0.00047005,0.00011722,1.9057e-05,0.00052722,0.00012438,2.0021e-05,0.00055614,0.00013338,2.0955e-05,0.00058565,0.00014599,2.0829e-05,0.00061046,0.00015151,2.1052e-05,0.00063162,0.00017272,2.1209e-05,0.0006494,0.00017921,2.2725e-05,0.00066602,0.00020411,2.2616e-05,0.00067956,0.00022212,2.2824e-05,0.00068823,0.00024432,2.417e-05,0.00070675,0.00025119,2.3882e-05,0.00071858,0.00025716,2.3856e-05
